Id,Name,startTime,endTime
198923,安吉菈,1989/10/5 09:30,1989/10/7 09:40
198921,薇拉,1989/9/14 15:40,1989/9/15 20:30
198919,莎拉,1989/9/8 09:50,1989/9/13 20:30
198913,羅拉,1989/7/31 21:30,1989/8/3 09:10
198909,賀璞,1989/7/18 09:20,1989/7/19 15:00
198908,戈登,1989/7/15 09:35,1989/7/17 21:20
198903,白蘭黛,1989/5/18 15:00,1989/5/20 14:35
198822,魯碧,1988/10/25 16:00,1988/10/27 09:15
198821,派特,1988/10/19 15:50,1988/10/21 09:00
198820,歐黛莎,1988/10/12 15:50,1988/10/14 03:40
198819,尼爾森,1988/10/3 21:15,1988/10/6 03:40
198817,李尹,1988/9/23 09:50,1988/9/24 09:45
198816,克蒂,1988/9/21 10:15,1988/9/22 09:05
198805,華倫,1988/7/17 08:45,1988/7/19 21:00
198802,蘇珊,1988/5/31 21:15,1988/6/2 20:55
198720,琳恩,1987/10/22 16:05,1987/10/27 09:50
198714,傑魯得,1987/9/7 16:10,1987/9/11 03:55
198711,黛納,1987/8/27 15:15,1987/8/30 08:30
198710,凱瑞,1987/8/15 09:40,1987/8/19 03:20
198708,亞力士,1987/7/25 15:10,1987/7/27 21:35
198706,費南,1987/7/19 15:15,1987/7/22 04:25
198705,賽洛瑪,1987/7/11 10:00,1987/7/15 04:10
198617,艾倫,1986/10/14 14:50,1986/10/17 20:35
198613,艾貝,1986/9/16 09:50,1986/9/20 15:25
198612,韋恩,1986/8/28 15:25,1986/9/3 20:35
198611,薇拉,1986/8/25 09:55,1986/8/27 15:58
198612,韋恩,1986/8/24 08:10,1986/8/25 04:35
198612,韋恩,1986/8/20 20:50,1986/8/23 15:15
198609,莎拉,1986/8/1 09:20,1986/8/3 09:50
198607,佩姬,1986/7/7 09:00,1986/7/11 15:15
198605,南施,1986/6/22 15:25,1986/6/24 15:00
198519,白蘭黛,1985/10/2 16:05,1985/10/5 04:00
198516,衛奧,1985/9/15 16:00,1985/9/17 21:15
198515,蒂絲,1985/9/3 16:00,1985/9/5 04:00
198512,派特,1985/8/27 15:30,1985/8/30 09:40
198510,尼爾森,1985/8/20 15:30,1985/8/24 04:35
198506,傑夫,1985/7/28 09:00,1985/7/30 20:50
198504,海爾,1985/6/21 09:50,1985/6/24 04:00
198425,比爾,1984/11/17 15:00,1984/11/18 21:00
198412,裘恩,1984/8/28 16:10,1984/8/31 04:00
198410,郝麗,1984/8/17 15:00,1984/8/19 21:30
198409,傑魯得,1984/8/16 15:00,1984/8/19 09:50
198408,芙瑞達,1984/8/6 15:10,1984/8/8 09:40
198403,亞力士,1984/7/2 21:00,1984/7/4 09:00
198402,魏恩,1984/6/21 14:45,1984/6/24 14:25
198310,佛瑞特,1983/9/23 21:10,1983/9/27 04:30
198309,艾倫,1983/9/5 21:00,1983/9/8 09:10
198305,艾貝,1983/8/9 16:00,1983/8/13 04:30
198304,韋恩,1983/7/23 15:30,1983/7/25 20:50
198223,南施,1982/10/14 08:50,1982/10/15 14:40
198220,肯恩,1982/9/18 15:20,1982/9/22 20:10
198215,費依,1982/8/26 03:15,1982/8/27 08:55
198213,黛特,1982/8/13 09:40,1982/8/15 20:30
198212,西仕,1982/8/6 10:10,1982/8/10 21:30
198210,安迪,1982/7/26 15:40,1982/7/30 09:10
198207,蒂絲,1982/7/1 15:30,1982/7/2 09:20
198125,伊瑪,1981/11/25 09:45,1981/11/26 21:15
198123,蓋依,1981/10/20 14:00,1981/10/21 09:00
198119,葛萊拉,1981/9/19 09:45,1981/9/22 04:00
198117,艾妮絲,1981/8/29 16:00,1981/8/31 15:00
198108,莫瑞,1981/7/18 15:50,1981/7/20 08:15
198105,裘恩,1981/6/18 15:10,1981/6/21 10:00
198104,艾克,1981/6/12 15:00,1981/6/14 04:45
198021,貝蒂,1980/11/6 04:40,1980/11/7 04:00
198019,魏恩,1980/10/10 15:30,1980/10/13 04:00
198014,珀西,1980/9/15 15:00,1980/9/19 03:00
198012,諾瑞斯,1980/8/26 15:30,1980/8/28 14:30
198009,開梅,1980/7/25 10:00,1980/7/27 14:30
198007,艾達,1980/7/8 14:30,1980/7/11 15:15
198005,喬琪亞,1980/5/23 15:30,1980/5/25 04:45
197919,狄普,1979/10/15 16:00,1979/10/18 14:10
197915,奧文,1979/9/25 21:00,1979/9/27 09:30
197910,茱?,1979/8/22 05:00,1979/8/24 10:00
197909,歐敏,1979/8/12 15:00,1979/8/16 05:40
197908,賀璞,1979/7/31 16:15,1979/8/2 15:05
197907,戈登,1979/7/27 10:10,1979/7/29 09:20
197905,艾勒士,1979/7/3 16:45,1979/7/5 09:30
197823,婀拉,1978/10/11 15:30,1978/10/14 09:00
197811,卡門,1978/8/15 08:30,1978/8/16 15:00
197812,黛拉,1978/8/12 15:40,1978/8/13 15:00
197808,范迪,1978/7/27 06:30,1978/7/30 10:00
197804,羅絲,1978/6/23 15:00,1978/6/25 05:00
197802,歐莉芙,1978/4/24 14:45,1978/4/26 04:00
197712,芙瑞達,1977/9/24 04:10,1977/9/24 15:00
197710,黛納,1977/9/18 16:00,1977/9/22 15:40
197710,黛納,1977/9/15 10:30,1977/9/17 05:00
197708,寶佩,1977/9/7 16:00,1977/9/9 15:30
197707,愛美,1977/8/18 22:00,1977/8/22 21:00
197705,薇拉,1977/7/28 21:30,1977/8/1 16:00
197704,賽洛瑪,1977/7/22 22:00,1977/7/25 21:30
197702,魯絲,1977/6/15 16:30,1977/6/17 08:30
197623,瑪芝,1976/11/8 16:00,1976/11/10 09:30
197622,魯依絲,1976/11/3 16:00,1976/11/5 21:50
197620,艾瑞絲,1976/9/16 10:30,1976/9/18 05:00
197617,芙安,1976/9/7 16:00,1976/9/9 15:00
197615,戴特,1976/8/20 05:30,1976/8/21 09:30
197613,畢莉,1976/8/8 21:30,1976/8/10 15:00
197607,魯碧,1976/6/27 16:30,1976/6/30 10:30
197516,芙勞西,1975/10/21 21:15,1975/10/22 15:06
197515,艾爾西,1975/10/11 09:30,1975/10/13 20:30
197512,貝蒂,1975/9/21 09:30,1975/9/23 21:30
197504,婀拉,1975/8/10 17:00,1975/8/12 16:00
197503,妮娜,1975/8/2 09:00,1975/8/4 05:00
197428,葛樂禮,1974/11/5 21:30,1974/11/9 05:30
197426,艾琳,1974/10/27 21:30,1974/10/29 09:40
197425,黛拉,1974/10/23 10:40,1974/10/24 15:40
197423,貝絲,1974/10/10 22:30,1974/10/12 22:00
197421,范迪,1974/9/26 16:30,1974/9/29 10:30
197413,露西,1974/8/9 22:40,1974/8/10 22:30
197411,琴恩,1974/7/18 16:50,1974/7/19 22:00
197406,鶯瑪,1974/6/15 22:30,1974/6/17 15:30
197317,白西,1973/10/11 10:30,1973/10/12 15:30
197315,娜拉,1973/10/7 22:30,1973/10/10 15:00
197311,瓊安,1973/8/19 21:00,1973/8/20 22:00
197307,芙安,1973/7/29 16:00,1973/7/30 14:30
197303,畢莉,1973/7/13 15:30,1973/7/17 09:40
197301,魏達,1973/7/2 10:30,1973/7/3 22:00
197213,貝蒂,1972/8/14 21:30,1972/8/17 14:30
197211,溫妮,1972/8/1 08:00,1972/8/2 06:00
197207,莉泰,1972/7/22 11:00,1972/7/24 10:20
197208,蘇珊,1972/7/11 14:10,1972/7/13 10:40
197127,貝絲,1971/9/20 21:30,1971/9/23 10:30
197126,艾妮絲,1971/9/17 10:10,1971/9/19 15:30
197118,娜定,1971/7/24 10:20,1971/7/26 21:00
197116,露西,1971/7/18 22:30,1971/7/21 22:30
197106,寶佩,1971/5/5 10:30,1971/5/6 10:30
197015,芙安,1970/9/6 10:40,1970/9/7 16:00
197009,魏達,1970/8/10 10:30,1970/8/12 10:20
197002,歐加,1970/7/1 10:30,1970/7/3 21:30
196912,芙勞西,1969/9/30 22:00,1969/10/3 22:30
196911,艾爾西,1969/9/25 16:00,1969/9/27 15:40
196909,寇拉,1969/8/18 10:20,1969/8/19 15:20
196908,貝蒂,1969/8/7 09:40,1969/8/8 21:20
196906,溫妮,1969/7/31 10:20,1969/8/1 10:10
196905,衛歐拉,1969/7/25 10:20,1969/7/28 21:20
196817,艾琳,1968/9/27 10:20,1968/10/1 10:20
196816,黛拉,1968/9/21 16:30,1968/9/22 21:30
196812,范迪,1968/9/2 22:00,1968/9/7 22:00
196809,雪莉,1968/8/18 21:40,1968/8/21 10:00
196808,羅絲,1968/8/14 10:00,1968/8/15 21:20
196807,玻莉,1968/8/10 11:00,1968/8/11 21:20
196805,娜定,1968/7/28 12:30,1968/7/28 21:50
196805,娜定,1968/7/22 22:00,1968/7/26 22:10
196733,吉達,1967/11/15 22:10,1967/11/18 21:40
196730,黛納,1967/10/24 22:40,1967/10/26 16:00
196729,解拉,1967/10/15 22:30,1967/10/18 22:00
196719,娜拉,1967/8/28 22:40,1967/8/30 10:20
196718,瑪芝,1967/8/26 22:20,1967/8/30 10:20
196708,葛萊拉,1967/7/9 10:30,1967/7/12 09:10
196707,畢莉,1967/7/4 22:30,1967/7/7 10:20
196706,艾妮達,1967/6/27 23:20,1967/6/30 10:30
196704,衛萊特,1967/4/7 10:40,1967/4/11 16:20
196622,海倫,1966/9/20 16:00,1966/9/22 15:40
196619,艾爾西,1966/9/14 15:50,1966/9/17 05:00
196617,寇拉,1966/9/3 22:20,1966/9/7 10:30
196615,艾麗絲,1966/9/1 22:30,1966/9/3 21:55
196612,蒂絲,1966/8/14 16:50,1966/8/17 10:00
196611,蘇珊,1966/8/14 16:50,1966/8/17 10:00
196607,妮娜,1966/7/18 09:00,1966/7/19 15:30
196606,瑪美,1966/7/16 15:40,1966/7/17 10:00
196603,裘迪,1966/5/28 10:30,1966/5/31 10:00
196602,伊瑪,1966/5/19 22:10,1966/5/21 10:10
196533,費依,1965/11/23 23:00,1965/11/24 22:30
196525,崔絲,1965/9/14 23:00,1965/9/16 10:00
196523,羅絲,1965/9/1 23:00,1965/9/3 22:00
196519,瑪麗,1965/8/17 10:00,1965/8/19 21:50
196516,琴恩,1965/8/1 22:20,1965/8/4 21:45
196515,艾威,1965/7/28 22:35,1965/7/30 09:45
196514,哈莉,1965/7/24 22:50,1965/7/27 09:40
196512,芙瑞達,1965/7/12 16:30,1965/7/14 10:45
196511,鶯瑪,1965/6/23 23:00,1965/6/25 22:00
196510,黛納,1965/6/16 10:15,1965/6/19 10:15
196508,寶佩,1965/6/4 09:30,1965/6/4 22:10
196437,歐珀,1964/12/14 10:00,1964/12/15 10:20
196426,戴特,1964/10/9 16:30,1964/10/10 10:20
196420,蒂達,1964/9/14 10:40,1964/9/15 22:00
196419,沙莉,1964/9/7 16:20,1964/9/10 10:40
196418,魯碧,1964/9/2 11:10,1964/9/4 10:20
196416,梅瑞,1964/8/16 23:00,1964/8/20 10:00
196414,凱西,1964/8/16 23:00,1964/8/20 10:00
196413,裘恩,1964/8/11 23:30,1964/8/13 10:30
196412,艾達,1964/8/5 22:30,1964/8/8 10:10
196409,芙勞西,1964/7/26 22:20,1964/7/27 16:45
196407,都麗絲,1964/7/13 22:30,1964/7/15 16:00
196405,貝蒂,1964/7/3 06:00,1964/7/5 11:00
196403,溫妮,1964/6/28 22:40,1964/6/30 10:20
196402,衛歐拉,1964/5/26 16:20,1964/5/27 22:10
196314,葛樂禮,1963/9/8 11:00,1963/9/12 10:30
196313,費依,1963/9/3 22:00,1963/9/5 22:10
196308,艾妮絲,1963/7/19 10:10,1963/7/21 16:00
196307,范迪,1963/7/14 10:50,1963/7/17 09:40
196305,崔絲,1963/6/27 22:30,1963/7/1 22:10
196304,雪莉,1963/6/16 11:00,1963/6/18 23:00
196303,羅絲,1963/6/8 16:30,1963/6/11 22:40
196226,凱倫,1962/11/13 22:25,1962/11/15 21:55
196222,吉達,1962/10/25 22:20,1962/10/27 21:50
196219,黛納,1962/10/1 07:30,1962/10/3 22:00
196216,愛美,1962/9/1 16:15,1962/9/6 09:45
196215,萬達,1962/8/28 22:30,1962/8/31 21:40
196212,莎拉,1962/8/15 20:00,1962/8/19 10:00
196209,歐珀,1962/8/3 10:00,1962/8/6 22:00
196208,娜拉,1962/7/29 10:15,1962/8/1 15:40
196205,凱蒂,1962/7/19 17:00,1962/7/23 21:50
196204,瓊安,1962/7/7 22:30,1962/7/9 22:00
196203,艾瑞絲,1962/5/28 07:30,1962/5/29 10:00
196202,賀普,1962/5/19 10:00,1962/5/20 15:25
196123,蒂達,1961/10/1 22:00,1961/10/4 10:00
196122,沙莉,1961/9/26 22:30,1961/9/29 11:00
196118,南施,1961/9/13 11:30,1961/9/15 10:30
196120,波密拉,1961/9/11 10:00,1961/9/12 22:00
196116,勞娜,1961/8/23 22:30,1961/8/26 10:30
196114,裘恩,1961/8/4 23:00,1961/8/8 11:30
196110,芙勞西,1961/7/16 23:30,1961/7/19 11:00
196109,艾爾西,1961/7/13 00:30,1961/7/15 10:00
196108,都麗絲,1961/6/30 11:00,1961/7/1 23:00
196104,貝蒂,1961/5/24 18:00,1961/5/27 22:00
196103,艾麗絲,1961/5/19 10:30,1961/5/20 23:00
196018,葛樂禮,1960/9/2 13:00,1960/9/3 12:00
196015,艾琳,1960/8/20 18:00,1960/8/24 23:00
196014,卡門,1960/8/16 00:00,1960/8/20 18:00
196012,艾妮絲,1960/8/13 13:00,1960/8/15 12:00
196009,崔絲,1960/8/7 00:00,1960/8/9 11:00
196008,雪莉,1960/7/30 00:00,1960/8/2 17:00
196006,玻莉,1960/7/22 00:00,1960/7/27 10:00
196006,玻莉,1960/7/18 13:00,1960/7/21 10:00
196005,歐莉芙,1960/6/26 00:00,1960/6/30 00:00
196003,瑪麗,1960/6/7 01:00,1960/6/11 12:00
196004,娜定,1960/6/5 00:00,1960/6/6 13:00
196001,凱倫,1960/4/25 18:00,1960/4/27 00:00
195921,芙瑞達,1959/11/17 12:00,1959/11/19 23:00
195920,鶯瑪,1959/11/10 23:00,1959/11/13 12:00
195918,夏絲蒂,1959/10/12 11:00,1959/10/16 23:00
195917,巴布絲,1959/10/8 00:00,1959/10/9 22:00
195916,愛美,1959/10/3 18:00,1959/10/6 12:00
195914,莎拉,1959/9/14 00:00,1959/9/16 23:00
195912,娜拉,1959/9/11 09:00,1959/9/12 12:00
195912,娜拉,1959/9/8 00:00,1959/9/9 18:00
195911,魯依絲,1959/9/2 01:00,1959/9/5 12:00
195909,瓊安,1959/8/28 12:00,1959/8/31 12:00
195910,凱蒂,1959/8/26 18:00,1959/8/28 12:00
195908,艾瑞絲,1959/8/20 18:00,1959/8/23 12:00
195906,艾倫,1959/8/4 00:00,1959/8/6 00:00
195905,畢莉,1959/7/13 00:00,1959/7/16 18:00
195904,魏達,1959/7/4 23:00,1959/7/6 12:00
195814,海倫,1958/9/12 00:00,1958/9/15 12:00
195813,葛瑞絲,1958/9/1 12:00,1958/9/4 23:00
195807,溫妮,1958/7/13 12:00,1958/7/17 00:00
195805,蒂絲,1958/7/5 00:00,1958/7/6 00:00
